#Dp;INSEE;Commune;Pfx;Habitants;Densité
24;24219;Labouquerie;;202;19
24;24220;Lacropte;;562;21
24;24221;Rudeau-Ladosse;;216;16
24;24222;Force ;la;2261;145
24;24223;Lalinde;;3029;109
24;24224;Lamonzie-Montastruc;;539;26
24;24225;Lamonzie-St-Martin;;2010;97
24;24226;Lamothe-Montravel;;1093;94
24;24227;Lanouaille;;976;41
24;24228;Lanquais;;527;36
24;24229;Lardin-St-Lazare ;le;2047;189
24;24230;Larzac;;105;15
24;24231;Lavalade;;63;16
24;24232;Lavaur;;102;11
24;24233;Laveyssière;;119;18
24;24234;Lèches ;les;306;14
24;24235;Léguillac-de-Cercles;;286;13
24;24236;Léguillac-de-l'Auche;;635;44
24;24237;Lembras;;1174;111
24;24238;Lempzours;;121;11
24;24239;Ligueux;;223;33
24;24240;Limeuil;;335;32
24;24241;Limeyrat;;427;22
24;24242;Liorac-sur-Louyre;;270;13
24;24243;Lisle;;946;53
24;24244;Lolme;;105;15
24;24245;Loubejac;;234;13
24;24246;Lunas;;297;18
24;24247;Lusignac;;192;24
24;24248;Lussas-et-Nontronneau;;363;16
24;24249;Manaurie;;141;14
24;24251;Manzac-sur-Vern;;488;24
24;24252;Marcillac-St-Quentin;;598;36
24;24253;Mareuil;;1194;48
24;24254;Marnac;;185;23
24;24255;Marquay;;473;19
24;24256;Marsac-sur-l'Isle;;1939;193
24;24257;Marsalès;;204;22
24;24258;Marsaneix;;726;30
24;24259;Maurens;;871;39
24;24260;Mauzac-et-Grand-Castang;;958;60
24;24261;Mauzens-et-Miremont;;302;15
24;24262;Mayac;;247;22
24;24263;Mazeyrolles;;380;13
24;24264;Ménesplet;;1328;70
24;24266;Mensignac;;1127;43
24;24267;Mescoules;;144;30
24;24268;Meyrals;;417;23
24;24269;Mialet;;795;21
24;24270;Milhac-d'Auberoche;;452;26
24;24271;Milhac-de-Nontron;;573;16
24;24272;Minzac;;303;19
24;24273;Molières;;315;15
24;24274;Monbazillac;;902;46
24;24276;Monestier;;325;18
24;24277;Monfaucon;;233;9
24;24278;Monmadalès;;52;10
24;24279;Monmarvès;;54;10
24;24280;Monpazier;;531;1002
24;24281;Monsac;;145;14
24;24282;Monsaguel;;125;11
24;24283;Monsec;;167;13
24;24284;Montagnac-d'Auberoche;;111;11
24;24285;Montagnac-la-Crempse;;363;14
24;24286;Montagrier;;397;28
24;24287;Montaut;;105;6
24;24288;Montazeau;;267;19
24;24289;Montcaret;;1099;64
24;24290;Montferrand-du-Périgord;;197;15
24;24291;Montignac;;2938;79
24;24292;Montpeyroux;;338;14
24;24293;Monplaisant;;216;39
24;24294;Montpon-Ménestérol;;5481;118
24;24295;Montrem;;1045;52
24;24296;Mouleydier;;1049;124
24;24297;Moulin-Neuf;;664;77
24;24298;Mouzens;;196;24
24;24299;Mussidan;;2985;775
24;24300;Nabirat;;275;17
24;24301;Nadaillac;;285;11
24;24302;Nailhac;;299;15
24;24303;Nanteuil-Auriac-de-Bourzac;;275;13
24;24304;Nantheuil;;932;55
24;24305;Nanthiat;;337;30
24;24306;Nastringues;;114;18
24;24307;Naussannes;;189;13
24;24308;Négrondes;;664;33
24;24309;Neuvic;;2737;106
24;24310;Nojals-et-Clotte;;177;13
24;24311;Nontron;;3558;144
24;24312;Notre-Dame-de-Sanilhac;;2577;100
24;24313;Orliac;;72;7
24;24314;Orliaguet;;69;7
24;24316;Parcoul;;363;26
24;24317;Paulin;;258;23
24;24318;Paunat;;246;13
24;24319;Paussac-et-St-Vivien;;383;17
24;24320;Payzac;;1106;23
24;24321;Pazayac;;640;94
24;24322;Périgueux;;30280;3084
24;24323;Petit-Bersac;;210;19
24;24324;Peyrignac;;372;59
24;24325;Peyrillac-et-Millac;;214;31
24;24326;Peyzac-le-Moustier;;117;12
24;24327;Pezuls;;130;13
24;24328;Piégut-Pluviers;;1471;81
24;24329;Pizou ;le;1172;69
24;24330;Plazac;;543;16
24;24331;Pomport;;655;34
24;24333;Ponteyraud;;48;11
24;24334;Pontours;;187;28
24;24335;Port-Ste-Foy-et-Ponchapt;;2222;121
24;24336;Prats-de-Carlux;;420;32
24;24337;Prats-du-Périgord;;199;18
24;24338;Pressignac-Vicq;;385;23
24;24339;Preyssac-d'Excideuil;;156;46
24;24340;Prigonrieux;;3721;142
24;24341;Proissans;;692;39
24;24343;Puymangou;;99;9
24;24344;Puyrenier;;62;8
24;24345;Queyssac;;439;36
24;24346;Quinsac;;421;24
24;24347;Rampieux;;155;13
24;24348;Razac-d'Eymet;;266;22
24;24349;Razac-de-Saussignac;;308;27
24;24350;Razac-sur-l'Isle;;2212;155
24;24351;Ribagnac;;278;24
24;24352;Ribérac;;4118;181
24;24353;Rochebeaucourt-et-Argentine ;la;424;24
24;24354;Roche-Chalais ;la;2860;32
24;24355;Roque-Gageac ;la;447;62
24;24356;Rouffignac-St-Cernin-de-Reilhac;;1465;24
24;24357;Rouffignac-de-Sigoulès;;282;43
24;24359;Sadillac;;113;20
24;24360;Sagelat;;300;40
24;24361;St-Agne;;325;55
24;24362;Ste-Alvère;;756;23
24;24363;St-Amand-de-Belvès;;104;15
24;24364;St-Amand-de-Coly;;312;12
24;24365;St-Amand-de-Vergt;;173;14
24;24366;St-André-d'Allas;;529;18
24;24367;St-André-de-Double;;176;6
24;24368;St-Antoine-Cumond;;394;32
24;24369;St-Antoine-d'Auberoche;;115;15
24;24370;St-Antoine-de-Breuilh;;1756;99
24;24371;St-Aquilin;;387;17
24;24372;St-Astier;;4780;140
24;24373;St-Aubin-de-Cadelech;;338;25
24;24374;St-Aubin-de-Lanquais;;232;25
24;24375;St-Aubin-de-Nabirat;;124;19
24;24376;St-Aulaye;;1531;44
24;24377;St-Avit-de-Vialard;;113;13
24;24378;St-Avit-Rivière;;78;6
24;24379;St-Avit-Sénieur;;365;16
24;24380;St-Barthélemy-de-Bellegarde;;408;12
24;24381;St-Barthélemy-de-Bussière;;271;18
24;24382;St-Capraise-de-Lalinde;;584;152
24;24383;St-Capraise-d'Eymet;;153;14
24;24384;St-Cassien;;40;8
24;24385;St-Cernin-de-Labarde;;231;20
24;24386;St-Cernin-de-l'Herm;;222;14
24;24388;St-Chamassy;;433;28
24;24389;St-Cirq;;104;17
24;24390;St-Crépin-d'Auberoche;;229;24
24;24391;St-Crépin-de-Richemont;;207;8
24;24392;St-Crépin-et-Carlucet;;372;20
24;24393;Ste-Croix;;94;7
24;24394;Ste-Croix-de-Mareuil;;142;12
24;24395;St-Cybranet;;310;30
24;24396;St-Cyprien;;1593;74
24;24397;St-Cyr-les-Champagnes;;313;20
24;24398;St-Estèphe;;604;28
24;24399;St-Etienne-de-Puycorbier;;118;9
24;24401;Ste-Eulalie-d'Ans;;304;26
24;24402;Ste-Eulalie-d'Eymet;;79;12
24;24403;St-Félix-de-Bourdeilles;;53;9
24;24404;St-Félix-de-Reillac-et-Mortemart;;194;10
24;24405;St-Félix-de-Villadeix;;286;17
24;24406;Ste-Foy-de-Belvès;;166;22
24;24407;Ste-Foy-de-Longas;;250;15
24;24408;St-Front-d'Alemps;;285;15
24;24409;St-Front-de-Pradoux;;1000;111
24;24410;St-Front-la-Rivière;;559;31
24;24411;St-Front-sur-Nizonne;;122;9
24;24412;St-Geniès;;735;22
24;24413;St-Georges-Blancaneix;;180;13
24;24414;St-Georges-de-Montclard;;258;19
24;24415;St-Géraud-de-Corps;;150;10
24;24416;St-Germain-de-Belvès;;108;15
24;24417;St-Germain-des-Prés;;508;27
24;24418;St-Germain-du-Salembre;;787;40
24;24419;St-Germain-et-Mons;;523;37
24;24420;St-Géry;;207;11
24;24421;St-Geyrac;;212;12
24;24422;St-Hilaire-d'Estissac;;110;18
24;24423;Ste-Innocence;;100;14
24;24424;St-Jean-d'Ataux;;136;11
24;24425;St-Jean-de-Côle;;339;27
24;24426;St-Jean-d'Estissac;;111;9
24;24427;St-Jean-d'Eyraud;;166;17
24;24428;St-Jory-de-Chalais;;600;19
24;24429;St-Jory-las-Bloux;;241;14
24;24430;St-Julien-de-Bourdeilles;;109;18
24;24431;St-Julien-de-Crempse;;158;14
24;24432;St-Julien-de-Lampon;;586;44
24;24433;St-Julien-d'Eymet;;101;17
24;24434;St-Just;;138;12
24;24435;St-Laurent-des-Bâtons;;193;10
24;24436;St-Laurent-des-Hommes;;938;29
24;24437;St-Laurent-des-Vignes;;709;88
24;24438;St-Laurent-la-Vallée;;258;17
24;24439;St-Laurent-sur-Manoire;;706;68
24;24441;St-Léon-d'Issigeac;;119;21
24;24442;St-Léon-sur-l'Isle;;1934;131
24;24443;St-Léon-sur-Vézère;;427;31
24;24444;St-Louis-en-l'Isle;;233;83
24;24445;St-Marcel-du-Périgord;;140;12
24;24446;St-Marcory;;58;12
24;24447;Ste-Marie-de-Chignac;;391;33
24;24448;St-Martial-d'Albarède;;394;38
24;24449;St-Martial-d'Artenset;;839;26
24;24450;St-Martial-de-Nabirat;;512;33
24;24451;St-Martial-de-Valette;;855;54
24;24452;St-Martial-Viveyrol;;267;21
24;24453;St-Martin-de-Fressengeas;;394;19
24;24454;St-Martin-de-Gurson;;559;23
24;24455;St-Martin-de-Ribérac;;607;37
24;24456;St-Martin-des-Combes;;151;11
24;24457;St-Martin-l'Astier;;152;16
24;24458;St-Martin-le-Pin;;303;19
24;24459;St-Maime-de-Péreyrol;;264;25
24;24460;St-Méard-de-Drône;;451;50
24;24461;St-Méard-de-Gurçon;;751;26
24;24462;St-Médard-de-Mussidan;;1600;65
24;24463;St-Médard-d'Excideuil;;665;36
24;24464;St-Mesmin;;324;11
24;24465;St-Michel-de-Double;;285;10
24;24466;St-Michel-de-Montaigne;;292;32
24;24468;St-Michel-de-Villadeix;;258;18
24;24470;Ste-Mondane;;212;22
24;24471;Ste-Nathalène;;364;27
24;24472;St-Nexans;;772;62
24;24473;Ste-Orse;;372;16
24;24474;St-Pancrace;;129;19
24;24475;St-Pantaly-d'Ans;;160;15
24;24476;St-Pantaly-d'Excideuil;;142;17
24;24477;St-Pardoux-de-Drône;;218;25
24;24478;St-Pardoux-et-Vielvic;;136;10
24;24479;St-Pardoux-la-Rivière;;1174;49
24;24480;St-Paul-de-Serre;;208;20
24;24481;St-Paul-la-Roche;;555;14
24;24482;St-Paul-Lizonne;;347;37
24;24483;St-Perdoux;;120;16
24;24484;St-Pierre-de-Chignac;;771;49
24;24485;St-Pierre-de-Côle;;464;23
24;24486;St-Pierre-de-Frugie;;413;19
24;24487;St-Pierre-d'Eyraud;;1476;56
24;24488;St-Pompont;;452;16
24;24489;St-Priest-les-Fougères;;443;21
24;24490;St-Privat-des-Prés;;658;34
24;24491;St-Rabier;;573;36
24;24492;Ste-Radegonde;;76;16
24;24493;St-Raphaël;;109;15
24;24494;St-Rémy;;358;16
24;24495;St-Romain-de-Monpazier;;78;10
24;24496;St-Romain-et-St-Clément;;332;24
24;24497;Ste-Sabine-Born;;353;15
24;24498;St-Saud-Lacoussière;;951;16
24;24499;St-Sauveur;;605;65
24;24500;St-Sauveur-Lalande;;129;14
24;24501;St-Seurin-de-Prats;;491;88
24;24502;St-Séverin-d'Estissac;;55;10
24;24503;St-Sulpice-de-Mareuil;;131;12
24;24504;St-Sulpice-de-Roumagnac;;232;22
24;24505;St-Sulpice-d'Excideuil;;406;21
24;24507;Ste-Trie;;118;11
24;24508;St-Victor;;134;26
24;24509;St-Vincent-de-Connezac;;403;27
24;24510;St-Vincent-de-Cosse;;302;42
24;24511;St-Vincent-Jalmoutiers;;239;15
24;24512;St-Vincent-le-Paluel;;151;22
24;24513;St-Vincent-sur-l'Isle;;204;20
24;24514;St-Vivien;;242;28
24;24515;Salagnac;;812;89
24;24516;Salignac-Eyvignes;;964;22
24;24517;Salles-de-Belvès;;68;8
24;24518;Salon;;213;13
24;24519;Sarlande;;468;13
24;24520;Sarlat-la-Canéda;;9909;210
24;24521;Sarliac-sur-l'Isle;;798;83
24;24522;Sarrazac;;478;16
24;24523;Saussignac;;378;42
24;24524;Savignac-de-Miremont;;107;14
24;24525;Savignac-de-Nontron;;189;20
24;24526;Savignac-Lédrier;;737;27
24;24527;Savignac-les-Eglises;;853;39
24;24528;Sceau-St-Angel;;122;7
24;24529;Segonzac;;210;54
24;24530;Sencenac-Puy-de-Fourches;;180;17
24;24531;Sergeac;;156;15
24;24532;Serres-et-Montguyard;;139;20
24;24533;Servanches;;119;6
24;24534;Sigoulès;;603;56
24;24535;Simeyrols;;185;20
24;24536;Singleyrac;;164;23
24;24537;Siorac-de-Ribérac;;227;11
24;24538;Siorac-en-Périgord;;904;77
24;24540;Sorges;;1074;23
24;24541;Soudat;;78;9
24;24542;Soulaures;;72;7
24;24543;Sourzac;;1011;43
24;24544;Tamniès;;313;16
24;24545;Teillots;;123;12
24;24546;Temple-Laguyon;;47;16
24;24547;Terrasson-la-Villedieu;;6004;153
24;24548;Teyjat;;309;18
24;24549;Thénac;;300;15
24;24550;Thenon;;1339;52
24;24551;Thiviers;;3590;129
24;24552;Thonac;;257;22
24;24553;Tocane-St-Apre;;1377;43
24;24554;Tour-Blanche ;la;488;60
24;24555;Tourtoirac;;654;26
24;24557;Trélissac;;6660;291
24;24558;Trémolat;;625;45
24;24559;Tursac;;316;18
24;24560;Urval;;123;9
24;24561;Valeuil;;283;15
24;24562;Vallereuil;;232;25
24;24563;Valojoulx;;197;17
24;24564;Vanxains;;665;19
24;24565;Varaignes;;432;26
24;24566;Varennes;;377;93
24;24567;Vaunac;;230;17
24;24568;Vélines;;1068;102
24;24569;Vendoire;;185;16
24;24570;Verdon;;38;8
24;24571;Vergt;;1422;44
24;24572;Vergt-de-Biron;;190;12
24;24573;Verteillac;;706;38
24;24574;Veyrignac;;213;22
24;24575;Veyrines-de-Domme;;219;19
24;24576;Veyrines-de-Vergt;;192;16
24;24577;Vézac;;620;48
24;24579;Vieux-Mareuil;;350;13
24;24580;Villac;;252;12
24;24581;Villamblard;;813;40
24;24582;Villars;;568;21
24;24584;Villefranche-de-Lonchat;;735;49
24;24585;Villefranche-du-Périgord;;827;34
24;24586;Villetoureix;;779;47
24;24587;Vitrac;;743;52
25;25001;Abbans-Dessous;;151;47
25;25002;Abbans-Dessus;;242;55
25;25003;Abbenans;;353;32
25;25004;Abbévillers;;817;73
25;25005;Accolans;;84;16
25;25006;Adam-lès-Passavant;;77;8
25;25007;Adam-lès-Vercel;;65;20
25;25008;Aibre;;504;112
25;25009;Aïssey;;163;15
25;25011;Allenjoie;;578;88
25;25012;Alliés ;les;56;11
25;25013;Allondans;;179;35
25;25014;Amagney;;664;51
25;25015;Amancey;;535;39
25;25016;Amathay-Vésigneux;;149;12
25;25017;Amondans;;77;14
25;25018;Anteuil;;506;21
25;25019;Appenans;;357;88
25;25020;Arbouans;;1185;898
25;25021;Arc-et-Senans;;1277;85
25;25022;Arcey;;1101;88
25;25024;Arçon;;665;31
25;25025;Arc-sous-Cicon;;507;18
25;25026;Arc-sous-Montenot;;216;20
25;25027;Arguel;;240;48
25;25028;Athose;;122;16
25;25029;Aubonne;;266;18
25;25030;Audeux;;320;183
25;25031;Audincourt;;16361;1868
25;25032;Autechaux;;255;39
25;25033;Autechaux-Roide;;541;82
25;25034;Auxon-Dessous;;983;157
25;25035;Auxon-Dessus;;797;205
25;25036;Avanne-Aveney;;1870;217
25;25038;Avilley;;114;20
25;25039;Avoudrey;;710;55
25;25040;Badevel;;723;194
25;25041;Bannans;;296;26
25;25042;Barboux ;le;156;14
25;25043;Bart;;2074;540
25;25044;Bartherans;;46;8
25;25045;Battenans-les-Mines;;48;17
25;25046;Battenans-Varin;;64;10
25;25047;Baume-les-Dames;;5237;211
25;25048;Bavans;;4144;469
25;25049;Belfays;;78;24
25;25050;Bélieu ;le;249;23
25;25051;Belleherbe;;629;39
25;25052;Belmont;;47;10
25;25053;Belvoir;;98;11
25;25054;Berche;;489;157
25;25055;Berthelange;;193;47
25;25056;Besançon;;113828;1750
25;25057;Bethoncourt;;7448;1139
25;25058;Beure;;1188;298
25;25059;Beutal;;215;37
25;25060;Bians-les-Usiers;;517;37
25;25061;Bief;;132;35
25;25062;Bizot ;le;146;19
25;25063;Blamont;;1026;102
25;25065;Blarians;;47;53
25;25066;Blussangeaux;;66;31
25;25067;Blussans;;193;24
25;25070;Bolandoz;;316;26
25;25071;Bondeval;;411;88
25;25072;Bonnal;;25;14
25;25073;Bonnay;;576;75
25;25074;Bonnétage;;657;37
25;25075;Bonnevaux;;224;14
25;25076;Bonnevaux-le-Prieuré;;93;30
25;25077;Bosse ;la;46;9
25;25078;Bouclans;;765;36
25;25079;Boujailles;;354;13
25;25082;Bourguignon;;824;148
25;25083;Bournois;;212;20
25;25084;Boussières;;837;150
25;25085;Bouverans;;239;13
25;25086;Braillans;;88;45
25;25087;Branne;;171;27
25;25088;Breconchaux;;66;20
25;25089;Bremondans;;72;10
25;25090;Brères;;28;13
25;25091;Bréseux ;les;369;50
25;25092;Bretenière ;la;56;13
25;25093;Bretigney;;58;32
25;25094;Bretigney-Notre-Dame;;95;17
25;25095;Bretonvillers;;236;17
25;25096;Brey-et-Maison-du-Bois;;74;12
25;25097;Brognard;;424;146
25;25098;Buffard;;147;18
25;25099;Bugny;;108;23
25;25100;Bulle;;320;23
25;25101;Burgille;;250;27
25;25102;Burnevillers;;51;8
25;25103;Busy;;407;78
25;25104;By;;65;9
25;25105;Byans-sur-Doubs;;549;55
25;25106;Cademène;;78;23
25;25107;Cendrey;;175;32
25;25108;Cernay-l'Eglise;;232;39
25;25109;Cessey;;237;31
25;25110;Chaffois;;699;43
25;25111;Chalèze;;379;67
25;25112;Chalezeule;;944;240
25;25113;Chamesey;;105;16
25;25114;Chamesol;;310;30
25;25115;Champagney;;228;76
25;25116;Champlive;;192;23
25;25117;Champoux;;54;18
25;25119;Champvans-les-Moulins;;237;94
25;25120;Chantrans;;298;21
25;25121;Chapelle-des-Bois;;202;5
25;25122;Chapelle-d'Huin;;297;13
25;25123;Charbonnières-les-Sapins;;126;14
25;25124;Charmauvillers;;189;18
25;25125;Charmoille;;298;29
25;25126;Charnay;;421;74
25;25127;Charquemont;;2205;103
25;25128;Chasnans;;142;18
25;25129;Chassagne-St-Denis;;100;11
25;25130;Châteauvieux-les-Fossés;;9;2
25;25131;Châtelblanc;;104;5
25;25132;Châtillon-Guyotte;;96;22
25;25133;Châtillon-le-Duc;;1568;250
25;25134;Châtillon-sur-Lison;;15;5
25;25136;Chaucenne;;442;91
25;25137;Chaudefontaine;;215;34
25;25138;Terres-de-Chaux ;les;128;9
25;25139;Chaux ;la;351;21
25;25140;Chaux-lès-Clerval;;168;20
25;25141;Chaux-lès-Passavant;;137;16
25;25142;Chaux-Neuve;;191;7
25;25143;Chay;;126;19
25;25145;Chazot;;141;26
25;25147;Chemaudin;;941;129
25;25148;Chenalotte ;la;198;41
25;25149;Chenecey-Buillon;;445;27
25;25150;Chevigney-sur-l'Ognon;;240;52
25;25151;Chevigney-lès-Vercel;;88;16
25;25152;Chevillotte ;la;82;11
25;25153;Chevroz;;77;39
25;25154;Chouzelot;;239;37
25;25155;Cléron;;266;18
25;25156;Clerval;;925;78
25;25157;Cluse-et-Mijoux ;la;1067;47
25;25159;Colombier-Fontaine;;1523;199
25;25160;Combes ;les;508;29
25;25161;Consolation-Maisonnettes;;29;7
25;25162;Corcelles-Ferrières;;156;69
25;25163;Corcelle-Mieslot;;88;14
25;25164;Corcondray;;127;24
25;25166;Côtebrune;;58;18
25;25170;Courcelles-lès-Montbéliard;;1025;427
25;25171;Courcelles;;63;17
25;25172;Courchapon;;124;23
25;25173;Cour-St-Maurice;;155;35
25;25174;Courtefontaine;;230;30
25;25175;Courtetain-et-Salans;;76;11
25;25176;Courvières;;233;21
25;25177;Crosey-le-Grand;;150;15
25;25178;Crosey-le-Petit;;108;11
25;25179;Crouzet ;le;33;9
25;25180;Crouzet-Migette;;74;13
25;25181;Cubrial;;138;23
25;25182;Cubry;;105;19
25;25183;Cusance;;68;17
25;25184;Cuse-et-Adrisans;;175;32
25;25185;Cussey-sur-Lison;;37;7
25;25186;Cussey-sur-l'Ognon;;570;75
25;25187;Dambelin;;403;32
25;25188;Dambenois;;607;185
25;25189;Dammartin-les-Templiers;;174;18
25;25190;Dampierre-les-Bois;;1510;320
25;25191;Dampierre-sur-le-Doubs;;536;170
25;25192;Dampjoux;;113;49
25;25193;Damprichard;;1858;85
25;25194;Dannemarie;;129;57
25;25195;Dannemarie-sur-Crète;;774;191
25;25196;Dasle;;1418;250
25;25197;Deluz;;692;86
25;25198;Désandans;;521;95
25;25199;Déservillers;;288;21
25;25200;Devecey;;1401;371
25;25201;Dommartin;;466;73
25;25202;Dompierre-les-Tilleuls;;207;16
25;25203;Domprel;;122;13
25;25204;Doubs;;1677;188
25;25207;Dung;;518;161
25;25208;Durnes;;127;15
25;25209;Echay;;76;14
25;25210;Echenans;;117;69
25;25211;Echevannes;;71;14
25;25212;Ecole-Valentin;;1860;578
25;25213;Ecorces ;les;452;48
25;25214;Ecot;;365;33
25;25215;Ecouvotte ;l';53;25
25;25216;Ecurcey;;289;39
25;25217;Emagny;;511;99
25;25218;Epenouse;;93;16
25;25219;Epenoy;;407;31
25;25220;Epeugney;;403;29
25;25221;Esnans;;39;10
25;25222;Etalans;;904;38
25;25223;Eternoz;;295;10
25;25224;Etouvans;;760;116
25;25225;Etrabonne;;101;18
25;25226;Etrappe;;165;57
25;25227;Etray;;115;19
25;25228;Etupes;;3603;365
25;25229;Evillers;;283;22
25;25230;Exincourt;;3445;999
25;25231;Eysson;;92;15
25;25232;Faimbe;;95;48
25;25233;Fallerans;;197;18
25;25234;Ferrières-le-Lac;;73;30
25;25235;Ferrières-les-Bois;;249;60
25;25236;Fertans;;155;19
25;25237;Fesches-le-Châtel;;2118;612
25;25238;Fessevillers;;105;17
25;25239;Feule;;180;48
25;25240;Fins ;les;2441;96
25;25241;Flagey;;110;14
25;25242;Flagey-Rigney;;75;25
25;25243;Flangebouche;;558;24
25;25244;Fleurey;;79;10
25;25245;Fontain;;721;44
25;25246;Fontaine-lès-Clerval;;256;22
25;25247;Fontenelle-Montby;;106;16
25;25248;Fontenelles ;les;417;50
25;25249;Fontenotte;;44;8
25;25250;Foucherans;;291;27
25;25251;Fourbanne;;60;30
25;25252;Fourcatier-et-Maison-Neuve;;80;29
25;25253;Fourg;;234;19
25;25254;Fourgs ;les;941;34
25;25255;Fournet-Blancheroche;;224;17
25;25256;Frambouhans;;553;55
25;25257;Franey;;180;53
25;25258;Franois;;1558;214
25;25259;Frasne;;1519;46
25;25261;Froidevaux;;80;20
25;25262;Fuans;;303;27
25;25263;Gellin;;93;19
25;25264;Gémonval;;100;29
25;25265;Geneuille;;768;119
25;25266;Geney;;136;31
25;25267;Gennes;;501;70
25;25268;Germéfontaine;;111;10
25;25269;Germondans;;64;18
25;25270;Gevresin;;106;15
25;25271;Gilley;;1149;67
25;25273;Glamondans;;147;15
25;25274;Glay;;307;47
25;25275;Glère;;187;12
25;25276;Gondenans-Montby;;195;17
25;25277;Gondenans-les-Moulins;;54;14
25;25278;Gonsans;;375;22
25;25279;Gouhelans;;83;13
25;25280;Goumois;;136;23
25;25281;Goux-lès-Dambelin;;220;25
25;25282;Goux-les-Usiers;;565;32
25;25283;Goux-sous-Landet;;56;10
25;25284;Grand-Charmont;;5605;1229
25;25285;Grand'Combe-Châteleu;;1301;61
25;25286;Grand'Combe-des-Bois;;75;6
25;25287;Grandfontaine;;1111;196
25;25288;Fournets-Luisans;;494;18
25;25289;Grandfontaine-sur-Creuse;;70;12
25;25290;Grange ;la;66;11
25;25293;Granges-Narboz;;519;32
25;25295;Grangettes ;les;169;31
25;25296;Gras ;les;601;40
25;25297;Gratteris ;le;79;27
25;25298;Grosbois;;124;42
25;25299;Guillon-les-Bains;;100;21
25;25300;Guyans-Durnes;;162;18
25;25301;Guyans-Vennes;;536;27
25;25302;Hautepierre-le-Châtelet;;101;11
25;25303;Hauterive-la-Fresse;;103;14
25;25304;Hérimoncourt;;3923;538
25;25305;Hôpital-du-Grosbois ;l';349;45
25;25306;Hôpital-St-Lieffroy ;l';74;22
25;25307;Hôpitaux-Neufs ;les;369;56
25;25308;Hôpitaux-Vieux ;les;245;17
25;25309;Houtaud;;603;76
25;25310;Huanne-Montmartin;;70;20
25;25311;Hyémondans;;151;22
25;25312;Hyèvre-Magny;;51;15
25;25313;Hyèvre-Paroisse;;183;21
25;25314;Indevillers;;195;9
25;25315;Isle-sur-le-Doubs ;l';3203;300
25;25316;Issans;;266;98
25;25317;Jallerange;;145;27
25;25318;Jougne;;1162;40
25;25319;Labergement-du-Navois;;103;15
25;25320;Labergement-Ste-Marie;;864;39
25;25321;Villers-le-Lac;;4203;139
25;25322;Laire;;243;77
25;25323;Laissey;;399;140
25;25324;Lanans;;92;9
25;25325;Landresse;;144;10
25;25326;Lantenne-Vertière;;311;31
25;25327;Lanthenans;;60;18
25;25328;Larnod;;649;160
25;25329;Laval-le-Prieuré;;35;7
25;25330;Lavans-Quingey;;82;14
25;25331;Lavans-Vuillafans;;158;16
25;25332;Lavernay;;401;52
25;25333;Laviron;;347;17
25;25334;Levier;;1785;47
25;25335;Liebvillers;;192;63
25;25336;Liesle;;572;35
25;25338;Lizine;;73;10
25;25339;Lods;;284;45
25;25340;Lombard;;132;22
25;25341;Lomont-sur-Crête;;155;16
25;25342;Longechaux;;51;10
25;25343;Longemaison;;112;12
25;25344;Longevelle-lès-Russey;;45;18
25;25345;Longevelle-sur-Doubs;;657;79
25;25346;Longeville;;145;15
25;25347;Longeville ;la;384;25
25;25348;Longevilles-Mont-d'Or;;323;24
25;25349;Loray;;372;26
25;25350;Lougres;;722;121
25;25351;Luhier ;le;160;31
25;25354;Luxiol;;138;21
25;25355;Magny-Châtelard;;20;5
25;25356;Maîche;;4168;239
25;25357;Maisons-du-Bois-Lièvremont;;461;29
25;25359;Malans;;130;12
25;25360;Malbrans;;120;14
25;25361;Malbuisson;;366;55
25;25362;Malpas;;151;26
25;25364;Mamirolle;;1254;109
25;25365;Mancenans;;322;27
25;25366;Mancenans-Lizerne;;131;22
25;25367;Mandeure;;5402;357
25;25368;Marchaux;;806;80
25;25369;Marvelise;;119;28
25;25370;Mathay;;1960;132
25;25371;Mazerolles-le-Salin;;133;32
25;25372;Médière;;327;57
25;25373;Mémont ;le;24;8
25;25374;Mercey-le-Grand;;366;56
25;25375;Mérey-sous-Montrond;;422;39
25;25376;Mérey-Vieilley;;81;24
25;25377;Mésandans;;105;19
25;25378;Meslières;;375;125
25;25379;Mesmay;;76;24
25;25380;Métabief;;504;88
25;25381;Miserey-Salines;;2096;337
25;25382;Moncey;;363;73
25;25383;Moncley;;221;28
25;25384;Mondon;;77;17
25;25385;Montagney-Servigney;;130;20
25;25386;Montancy;;137;15
25;25387;Montandon;;341;27
25;25388;Montbéliard;;29005;1932
25;25389;Montbéliardot;;55;14
25;25390;Montbenoît;;238;47
25;25391;Mont-de-Laval;;161;19
25;25392;Mont-de-Vougney;;122;17
25;25393;Montécheroux;;548;42
25;25394;Montenois;;1011;126
25;25395;Montfaucon;;1262;174
25;25397;Montferrand-le-Château;;1724;230
25;25398;Montflovin;;44;13
25;25399;Montfort;;92;33
25;25400;Montgesoye;;408;37
25;25401;Montivernage;;38;11
25;25402;Montjoie-le-Château;;21;4
25;25403;Montlebon;;1587;58
25;25404;Montmahoux;;80;12
25;25405;Montperreux;;422;36
25;25406;Montrond-le-Château;;393;36
25;25408;Montussaint;;58;19
25;25410;Morre;;998;189
25;25411;Morteau;;6458;458
25;25413;Mouthe;;898;23
25;25414;Moutherot ;le;61;47
25;25415;Mouthier-Haute-Pierre;;356;29
25;25416;Myon;;183;11
25;25417;Naisey-les-Granges;;534;21
25;25418;Nancray;;897;54
